date,octree,point_type,encoder,npoints,operation,kernel,radius,num_searches,sequential_searches,repeats,accumulated,mean,median,stdev,used_warmup,warmup_time,avg_result_size,tolerance_percentage,openmp_threads,openmp_schedule,l1d_miss,l2d_miss,l3_miss
2025-07-09-14:38:10,Octree,Point,MortonEncoder3D,10000000,neighborsPtr,cube,1,10000,random,5,0.726817,0.145363,0.14471,0.00241864,1,0.145282,11184,0,40,dynamic,3261615,3926774,2084205
2025-07-09-14:38:13,Octree,Point,MortonEncoder3D,10000000,neighborsPtr,cube,2,10000,random,5,2.61263,0.522527,0.521222,0.0035468,1,0.526467,43668,0,40,dynamic,25626288,31540167,17016250
2025-07-09-14:38:20,Octree,Point,MortonEncoder3D,10000000,neighborsPtr,cube,3,10000,random,5,6.00472,1.20094,1.20074,0.012724,1,1.16784,95360,0,40,dynamic,18413766,23419195,12960404
2025-07-09-14:38:21,LinearOctree,Point,MortonEncoder3D,10000000,neighbors,circle,0.5,10000,random,5,0.408476,0.0816953,0.0814828,0.00113727,1,0.0825297,5221,0,40,dynamic,1423041,1733871,816416
2025-07-09-14:38:22,LinearOctree,Point,MortonEncoder3D,10000000,neighbors,circle,1,10000,random,5,0.888501,0.1777,0.177598,0.000543347,1,0.177833,14950,0,40,dynamic,3281345,3892964,1755187
2025-07-09-14:38:25,LinearOctree,Point,MortonEncoder3D,10000000,neighbors,circle,2,10000,random,5,2.43481,0.486962,0.487663,0.00199789,1,0.490718,45407,0,40,dynamic,8697938,10340482,4603432
2025-07-09-14:38:31,LinearOctree,Point,MortonEncoder3D,10000000,neighbors,circle,3,10000,random,5,5.03034,1.00607,1.00606,0.00525227,1,1.01381,89734,0,40,dynamic,16394583,19782172,9110965
2025-07-09-14:38:32,LinearOctree,Point,MortonEncoder3D,10000000,neighborsPrune,circle,0.5,10000,random,5,0.326253,0.0652507,0.0652406,0.000327749,1,0.065243,5221,0,40,dynamic,1209366,1491157,668426
2025-07-09-14:38:32,LinearOctree,Point,MortonEncoder3D,10000000,neighborsPrune,circle,1,10000,random,5,0.524286,0.104857,0.104313,0.00101407,1,0.104261,14950,0,40,dynamic,2378727,2810256,1071382
2025-07-09-14:38:33,LinearOctree,Point,MortonEncoder3D,10000000,neighborsPrune,circle,2,10000,random,5,0.947954,0.189591,0.189568,0.000919978,1,0.189254,45407,0,40,dynamic,5481770,6220105,1929507
