date,octree,point_type,encoder,npoints,operation,kernel,radius,num_searches,sequential_searches,repeats,accumulated,mean,median,stdev,used_warmup,warmup_time,avg_result_size,tolerance_percentage,openmp_threads,openmp_schedule,l1d_miss,l2d_miss,l3_miss
2025-07-09-14:44:52,LinearOctree,Point,MortonEncoder3D,12219779,neighborsPrune,square,3,10000,random,5,0.244909,0.0489819,0.0489732,0.000313388,1,0.0483801,2114,0,40,dynamic,1744137,2116529,1251671
2025-07-09-14:44:52,LinearOctree,Point,MortonEncoder3D,12219779,neighborsStruct,square,0.5,10000,random,5,0.0676894,0.0135379,0.0135038,0.000167247,1,0.0135121,61,0,40,dynamic,525796,643526,396054
2025-07-09-14:44:52,LinearOctree,Point,MortonEncoder3D,12219779,neighborsStruct,square,1,10000,random,5,0.097735,0.019547,0.0195127,0.000232534,1,0.0193138,248,0,40,dynamic,691620,873319,569148
2025-07-09-14:44:52,LinearOctree,Point,MortonEncoder3D,12219779,neighborsStruct,square,2,10000,random,5,0.167373,0.0334747,0.0336161,0.000344088,1,0.0330036,965,0,40,dynamic,1083647,1400392,923831
2025-07-09-14:44:52,LinearOctree,Point,MortonEncoder3D,12219779,neighborsStruct,square,3,10000,random,5,0.24743,0.0494861,0.0495291,0.00137608,1,0.047537,2114,0,40,dynamic,1488547,1959627,1277352
2025-07-09-14:44:52,LinearOctree,Point,MortonEncoder3D,12219779,neighbors,cube,0.5,10000,random,5,0.0190149,0.00380298,0.00336636,0.000871703,1,0.0036706,28,0,40,dynamic,114909,131267,90074
2025-07-09-14:44:52,LinearOctree,Point,MortonEncoder3D,12219779,neighbors,cube,1,10000,random,5,0.0333046,0.00666091,0.00667047,3.74853e-05,1,0.00659293,120,0,40,dynamic,229012,260926,181106
2025-07-09-14:44:52,LinearOctree,Point,MortonEncoder3D,12219779,neighbors,cube,2,10000,random,5,0.0795082,0.0159016,0.0158901,3.07458e-05,1,0.0158539,541,0,40,dynamic,554395,605831,422301
2025-07-09-14:44:53,LinearOctree,Point,MortonEncoder3D,12219779,neighbors,cube,3,10000,random,5,0.147324,0.0294649,0.0294544,0.000140787,1,0.0295842,1336,0,40,dynamic,1071213,1170946,761882
2025-07-09-14:44:53,LinearOctree,Point,MortonEncoder3D,12219779,neighborsPrune,cube,0.5,10000,random,5,0.0191693,0.00383387,0.00339463,0.000879973,1,0.00563504,28,0,40,dynamic,111703,129020,89743
2025-07-09-14:44:53,LinearOctree,Point,MortonEncoder3D,12219779,neighborsPrune,cube,1,10000,random,5,0.0329587,0.00659173,0.00660213,3.75661e-05,1,0.00650255,120,0,40,dynamic,227441,262910,182760
2025-07-09-14:44:53,LinearOctree,Point,MortonEncoder3D,12219779,neighborsPrune,cube,2,10000,random,5,0.0757159,0.0151432,0.0151272,3.18057e-05,1,0.0150589,541,0,40,dynamic,535449,590937,411044
2025-07-09-14:44:53,LinearOctree,Point,MortonEncoder3D,12219779,neighborsPrune,cube,3,10000,random,5,0.132308,0.0264615,0.0264802,0.000138195,1,0.0262724,1336,0,40,dynamic,955776,1048578,702206
2025-07-09-14:44:53,LinearOctree,Point,MortonEncoder3D,12219779,neighborsStruct,cube,0.5,10000,random,5,0.018302,0.0036604,0.00343911,0.000446991,1,0.00567754,28,0,40,dynamic,114510,131276,92269
2025-07-09-14:44:53,LinearOctree,Point,MortonEncoder3D,12219779,neighborsStruct,cube,1,10000,random,5,0.032953,0.00659061,0.00660029,4.54368e-05,1,0.0065327,120,0,40,dynamic,220359,259910,183211
2025-07-09-14:44:53,LinearOctree,Point,MortonEncoder3D,12219779,neighborsStruct,cube,2,10000,random,5,0.0749898,0.014998,0.0149956,4.086e-05,1,0.0149931,541,0,40,dynamic,488394,597142,420503
2025-07-09-14:44:53,LinearOctree,Point,MortonEncoder3D,12219779,neighborsStruct,cube,3,10000,random,5,0.130203,0.0260406,0.0260307,0.000146633,1,0.0257612,1336,0,40,dynamic,801956,1000783,708270
2025-07-09-14:44:54,UnibnOctree,Point,MortonEncoder3D,12219779,neighborsUnibn,sphere,0.5,10000,random,5,0.0196259,0.00392517,0.00382555,0.000244463,1,0.00412924,20,0,40,dynamic,117093,138019,96167
2025-07-09-14:44:54,UnibnOctree,Point,MortonEncoder3D,12219779,neighborsUnibn,sphere,1,10000,random,5,0.0365991,0.00731982,0.0073153,9.04641e-05,1,0.00714812,87,0,40,dynamic,199544,251053,177896
2025-07-09-14:44:54,UnibnOctree,Point,MortonEncoder3D,12219779,neighborsUnibn,sphere,2,10000,random,5,0.0783265,0.0156653,0.0156792,9.39527e-05,1,0.0155892,377,0,40,dynamic,433548,540966,377543
