date,octree,npoints,operation,kernel,radius,num_searches,repeats,accumulated,mean,median,stdev,used_warmup
2024-11-29-11:15:10,linear <Lpoint64> ,10000000,neighSearch,Sphere,5,1000,5,4.28177,0.856355,0.861119,0.00949624,1
2024-11-29-11:15:17,linear <Lpoint64> ,10000000,neighSearch,Circle,5,1000,5,5.56718,1.11344,1.11843,0.0160233,1
2024-11-29-11:15:23,linear <Lpoint64> ,10000000,neighSearch,Cube,5,1000,5,4.78699,0.957399,0.955593,0.00627131,1
2024-11-29-11:15:30,linear <Lpoint64> ,10000000,neighSearch,Square,5,1000,5,5.908,1.1816,1.18295,0.0087879,1
2024-11-29-11:15:51,linear <Lpoint64> ,10000000,neighSearch,Sphere,10,1000,5,18.0192,3.60385,3.01992,1.17207,1
2024-11-29-11:16:12,linear <Lpoint64> ,10000000,neighSearch,Circle,10,1000,5,17.3553,3.47105,3.47064,0.0143373,1
2024-11-29-11:16:35,linear <Lpoint64> ,10000000,neighSearch,Cube,10,1000,5,17.0333,3.40667,3.40909,0.0119031,1
2024-11-29-11:17:01,linear <Lpoint64> ,10000000,neighSearch,Square,10,1000,5,22.1969,4.43937,3.84518,1.15808,1
2024-11-29-11:17:01,linear <Lpoint64> ,10000000,numNeighSearch,Sphere,0.5,1000,5,0.0646038,0.0129208,0.0130042,0.000580811,1
2024-11-29-11:17:01,linear <Lpoint64> ,10000000,numNeighSearch,Circle,0.5,1000,5,0.137045,0.027409,0.0263786,0.00179171,1
2024-11-29-11:17:01,linear <Lpoint64> ,10000000,numNeighSearch,Cube,0.5,1000,5,0.0617182,0.0123436,0.0123615,0.00183093,1
2024-11-29-11:17:02,linear <Lpoint64> ,10000000,numNeighSearch,Square,0.5,1000,5,0.144285,0.0288569,0.0283023,0.00193796,1
2024-11-29-11:17:02,linear <Lpoint64> ,10000000,numNeighSearch,Sphere,1,1000,5,0.172203,0.0344407,0.032746,0.00290096,1
